nuts almond paste;170160
corn grain yellow;170288
fast food biscuit;170302
broccoli raab raw;170381
carrot dehydrated;170500
beef cured dried;170604
milk sheep fluid;170882
spices cumin seed;170923
gravy au jus dry;171169
cheese neufchatel;171246
whey sweet fluid;171282
whey sweet dried;171283
spices anise seed;171316
spices poppy seed;171330
babyfood pretzels;171370
gravy turkey dry;171569
acerola juice raw;171687
dates deglet noor;171726
sauce horseradish;171833
bagels multigrain;171852
fish haddock raw;171964
ice cream sandwich;172226
vinegar distilled;172237
oil nutmeg butter;172335
fish oil menhaden;172341
soy flour low fat;172444
croutons seasoned;172752
taco shells baked;172800
fish lingcod raw;173671
silk chai soymilk;173776
liver cheese pork;173869
hummus commercial;174289
croissants butter;174987
croissants cheese;174989
rolls dinner egg;175027
rolls dinner rye;175029
fish tilapia raw;175176
ice creams vanilla;167575
hearts of palm raw;167714
prune juice canned;167753
hormel cure 81 ham;167909
candies jellybeans;167991
acorn stew apache168061
rolls pumpernickel;168126
seaweed laver raw;168458
tomatoes sun dried;168567
candies york bites;168776
syrups corn light;168837
meatballs meatless;169067
melons casaba raw;169093
mustard greens raw;169256
pumpkin leaves raw;169272
taro tahitian raw;169310
pepper banana raw;169394
candies peanut bar;169585
toppings pineapple;169665
tapioca pearl dry;169717
melon balls frozen;169912
chicory greens raw;169992
potatoes raw skin;170032
cabbage savoy raw;170388
chayote fruit raw;170402
drumstick pods raw;170483
nuts acorns dried;170565
mcdonald's big mac;170720
spices celery seed;170920
oil apricot kernel;171032
spices fennel seed;171323
turkey ground raw;171505
gravy chicken dry;171567
frankfurter turkey;171625
fish bluefish raw;171949
fish cisco smoked;171954
fish mahimahi raw;171959
bread egg toasted;172674
bread rye toasted;172685
ostrich round raw;172844
mother's loaf pork;172932
goji berries dried;173032
guavas common raw;173044
oil ucuhuba butter;173570
fish oil cod liver;173577
fish milkfish raw;173675
fish monkfish raw;173676
fish tilefish raw;173705
silk mocha soymilk;173777
soy flour defatted;174275
soy protein isolate;174276
emu full rump raw;174479
milk and cereal bar;174650
figs dried stewed;174666
guava sauce cooked;174686
bread pumpernickel;174918
sweet rolls cheese;175033
silk plain soymilk;175218
game meat elk raw;175301
tostada shells corn;167525
corn dried navajo;167631
yeast extract spread;167717
mollusks snail raw;167744
mango nectar canned;167785
garlic bread frozen;167939
amaranth leaves raw;168385
sesbania flower raw;168459
pickle relish sweet;168561
toppings strawberry;168758
candies heath bites;168801
fruit butters apple;168816
snacks banana chips;168849
rice noodles cooked;168914
semolina unenriched;168933
applebee's coleslaw;169020
denny's hash browns;169025
soybean curd cheese;169083
loganberries frozen;169088
pumpkin flowers raw;169270
soybeans green raw;169282
grape leaves canned;169393
pasta dry enriched;169736
barley flour or meal;169739
denny's onion rings;169844
oil corn and canola;169867
bacon bits meatless;169893
tangerine juice raw;169925
peaches yellow raw;169928
chives freeze dried;170075
seaweed agar dried;170090
barley pearled raw;170284
fast foods coleslaw;170300
tomatoes green raw;170456
carrot juice canned;170491
seaweed wakame raw;170496
kfc popcorn chicken;170737
spices caraway seed;170918
spices curry powder;170924
spices mace ground;170927
spices sage ground;170935
spices thyme dried;170938
chicken ground raw;171116
spices basil dried;171317
spices chili powder;171319
spices onion powder;171327
frankfurter chicken;171624
ham chopped canned;171626
cherries sweet raw;171719
crackers multigrain;171838
bread cracked wheat;172672
crackers matzo egg;172741
salami cooked beef;172935
pate truffle flavor;172967
butter without salt;173430
sour cream fat free;173444
fish swordfish raw;173703
game meat bear raw;173845
game meat deer raw;173855
rolls dinner sweet;174107
emu fan fillet raw;174476
ostrich ground raw;174481
ostrich oyster raw;174487
polish sausage pork;174577
bread sticks plain;174929
cookies gingersnaps;174956
crackers rusk toast;174981
rolls dinner wheat;175030
fish sablefish raw;175134
silk coffee soymilk;175224
game meat goat raw;175303
denny's french fries;167672
babyfood juice pear;167718
pears raw red anjou;167777
horned melon kiwano167791
syrup fruit flavored;167957
candies butterscotch;167972
candies marshmallows;167995
kiwifruit green raw;168153
durian raw or frozen;168192
plantains green raw;168215
drumstick leaves raw;168416
mushrooms morel raw;168423
cabbage napa cooked;168572
egg custards dry mix;168772
ice creams chocolate;168809
snacks potato sticks;168854
papaya nectar canned;169107
cucumber peeled raw;169225
dandelion greens raw;169226
mushrooms white raw;169251
water convolvulusraw;169301
broccoli leaves raw;169329
broccoli stalks raw;169331
mushrooms enoki raw;169382
peppers serrano raw;169395
peppers ancho dried;169396
fireweed leaves raw;169399
yautia tannier raw;169401
fiddlehead ferns raw;169405
hominy canned white;169701
frankfurter meatless;169887
melons honeydew raw;169911
oranges raw florida;169918
yambean jicama raw;170073
tomatoes yellow raw;170096
beef cured pastrami;170204
broccoli raab cooked;170382
brussels sprouts raw;170383
chicory witloof raw;170404
parsley freeze dried;170486
tomatoes orange raw;170502
nuts pilinuts dried;170590
nuts walnuts glazed;170593
mcdonald's hamburger;170717
wendy's french fries;170726
taco bell taco salad;170736
cheese port de salut;170849
spices pepper black;170931
spices pepper white;170933
chicken feet boiled;171119
soup onion dry mix;171165
gravy au jus canned;171168
cream sour cultured;171257
cheese mexican blend;171288
ice cream sundae cone;171306
spices garlic powder;171325
oil soybean lecithin;171426
sauce worcestershire;171610
ham and cheese spread;171629
fish butterfish raw;171951
egg yolk raw fresh;172184
quail meat only raw;172419
peanut flour low fat;172435
hummus home prepared;172454
bread wheat toasted;172687
crackers whole wheat;172749
danish pastry cheese;172754
emu inside drum raw;172835
potato salad with egg;173343
butter oil anhydrous;173412
horseradish prepared;173472
silk peach soy yogurt;173779
silk hazelnut creamer;173782
lebanon bologna beef;173868
fish haddock smoked;174199
peanuts spanish raw;174263
game meat moose raw;174344
emu flat fillet raw;174478
bacon and beef sticks;174602
salami italian pork;174603
figs dried uncooked;174665
game meat horse raw;175086
fish sheepshead raw;175144
silk vanilla soymilk;175219
silk plain soy yogurt;175227
silk original creamer;175231
snacks popcorn cakes;167550
melon banana navajo;167629
bologna beef low fat;168101
cheese swiss low fat;168141
fish mackerel salted;168149
lentils sprouted raw;168427
lettuce red leaf raw;168431
pickle relish hot dog;168560
hearts of palm canned;168569
peppers jalapeno raw;168576
mushrooms oyster raw;168580
ice creams strawberry;168810
wheat hard red spring;168889
wheat hard red winter;168890
wheat soft red winter;168891
pasta dry unenriched;168927
cheese cream low fat;169079
plantains yellow raw;169130
broccoli chinese raw;169404
candies sesame crunch;169588
candies reese's bites;169623
hominy canned yellow;169752
agave raw southwest;169814
chewing gum sugarless;169882
winged bean tuber raw;170070
shallots freeze dried;170082
nuts beechnuts dried;170161
nuts cashew nuts raw;170162
nuts walnuts english;170187
syrup maple canadian;170276
burger king hamburger;170328
butterbur fuki raw;170385
nuts ginkgo nuts raw;170584
nuts pine nuts dried;170591
amaranth grain cooked;170683
cheese parmesan hard;170848
yogurt plain low fat;170886
spices coriander seed;170922
spices ginger ground;170926
spices parsley dried;170930
spices savory ground;170936
babyfood juice apple;170959
gravy onion dry mix;171172
egg whole raw fresh;171287
spices chervil dried;171318
spices cloves ground;171321
spices fenugreek seed;171324
spices nutmeg ground;171326
spices oregano dried;171328
turkey ground cooked;171506
cereals wheatena dry;171665
avocados raw florida;171707
currants zante dried;171724
bread wheat sprouted;171850
cookies marie biscuit;171867
bologna beef and pork;172013
mcdonald's side salad;172074
egg white raw fresh;172183
peanuts valencia raw;172432
peanuts virginia raw;172434
falafel home prepared;172455
crackers matzo plain;172740
pie fried pies fruit;172784
emu outside drum raw;172837
salami cooked turkey;172937
grapes muscadine raw;173040
snacks shrimp cracker;173160
mcdonald's hash brown;173298
egg substitute powder;173429
fish pout ocean raw;173677
bologna chicken pork;173873
peanut flour defatted;174267
chickpea flour besan174288
ostrich top loin raw;174489
mortadella beef pork;174573
snack mixed berry bar;174803
beverages zevia cola;174825
pie fried pies lemon;175064
game meat beaver raw;175294
candies milk chocolate;167587
cornmeal blue navajo;167628
tamarind nectar canned;167786
pork fresh belly raw;167812
schifftiger's milk bar;167946
candies halavah plain;167996
octopus alaska native168019
frankfurter low sodium;168131
plantains green fried;168199
radishes oriental raw;168451
seaweed irishmoss raw;168456
corn sweet white raw;168538
peppers hungarian raw;168578
peppers pasilla dried;168579
seeds lotus seeds raw;168591
puddings rice dry mix;168783
spaghetti spinach dry;168911
denny's chicken strips;169022
mango dried sweetened;169091
melons cantaloupe raw;169092
pumpkin pie mix canned;169273
pickles cucumber sour;169379
cauliflower green raw;169389
malabar spinach cooked;169400
mushrooms maitake raw;169403
toppings nuts in syrup;169666
oranges raw with peel;169919
persimmons native raw;169943
beans snap green raw;169961
onions yellow sauteed;170004
seaweed spirulina raw;170091
nuts coconut meat raw;170169
sweetener syrup agave;170277
barley pearled cooked;170285
winged bean leaves raw;170478
taro cooked with salt;170543
nuts almonds blanched;170568
nuts butternuts dried;170570
taco bell bean burrito;170734
milk low sodium fluid;170875
spices marjoram dried;170928
spices tarragon dried;170937
gravy mushroom canned;171170
milk buttermilk dried;171274
spices rosemary dried;171333
babyfood juice orange;171354
sauce alfredo mix dry;171603
bratwurst pork cooked;171620
cheese goat hard type;172197
cheese cream fat free;172207
peanuts all types raw;172430
soy meal defatted raw;172445
game meat muskrat raw;172518
bagels cinnamon raisin;172664
bread oatmeal toasted;172679
bread raisin enriched;172680
muffins english wheat;172761
ostrich oyster cooked;172843
picnic loaf pork beef;172933
guavas strawberry raw;173045
pie fried pies cherry;173240
cheese goat soft type;173435
sour cream reduced fat;173442
fish sablefish smoked;173685
fish salmon chum raw;173689
silk chocolate soymilk;173770
game meat caribou raw;173853
water bottled generic;174158
bratwurst veal cooked;174595
cake coffeecake fruit;174937
rolls dinner oat bran;175028
fish salmon pink raw;175138
candies white chocolate;167571
milk imitation non soy;167730
pork fresh ground raw;167902
candies sweet chocolate;167977
cornmeal white navajo;168038
jellyfish dried salted;168129
guanabana nectar canned;168196
plantains green boiled;168216
cucumber with peel raw;168409
new zealand spinach raw;168440
beans fava in pod raw;168574
fungi cloud ears dried;168581
agave dried southwest;168993
applebee's french fries;169009
salad dressing coleslaw;169056
plantains yellow baked;169131
pork pickled pork hocks;169157
cowpeas leafy tips raw;169224
jew's ear pepeao raw;169237
kale frozen unprepared;169239
mushrooms shiitake raw;169242
lettuce green leaf raw;169249
okra frozen unprepared;169262
sweet potato leaves raw;169303
beans snap yellow raw;169320
pickle relish hamburger;169386
cracker barrel coleslaw;169843
cabbage mustard salted;169891
corn sweet yellow raw;169998
peas edible podded raw;170010
peppers sweet red raw;170108
seeds hemp seed hulled;170148
nuts ginkgo nuts dried;170175
nuts hickorynuts dried;170177
fast foods hush puppies;170301
chick fil a hash browns;170304
mcdonald's filet o fish;170319
mcdonald's cheeseburger;170320
seeds chia seeds dried;170554
syrup nestle chocolate;170681
amaranth grain uncooked;170682
mcdonald's french fries;170721
wendy's chicken nuggets;170725
burger king onion rings;170771
yogurt plain skim milk;170887
yogurt vanilla non fat;170906
gravy pork dry powder;171173
cheese parmesan grated;171247
spices allspice ground;171315
spices cinnamon ground;171320
spices dill weed dried;171322
turkey and gravy frozen;171500
gravy instant beef dry;171589
ham chopped not canned;171627
crackers water biscuits;171856
fish bass striped raw;171948
fish cod atlantic raw;171955
spices turmeric ground;172231
animal fat bacon grease;172345
game meat squirrel raw;172523
bread oat bran toasted;172677
cake coffeecake cheese;172699
ostrich inside leg raw;172839
ostrich tenderloin raw;172845
honey roll sausage beef;172943
beerwurst pork and beef;172961
snacks brown rice chips;173155
mcdonald's egg mcmuffin;173307
beef stew canned entree;173330
blackberry juice canned;173947
cherries sour red raw;173954
soy flour full fat raw;174273
pheasant raw meat only;174473
pretzels soft unsalted;174790
veal seam fat only raw;174884
bread pita whole wheat;174916
bread stuffing dry mix;174930
crackers wheat regular;174985
tart breakfast low fat;175069
fish pike walleye raw;175128
fish sucker white raw;175150
crustaceans shrimp raw;175179
chili with beans canned;175207
silk plus fiber soymilk;175222
silk key lime soy yogurt;175229
game meat antelope raw;175292
ice creams vanilla rich;167573
lemons raw without peel;167746
pork fresh backfat raw;167811
snacks pork skins plain;167961
cornmeal yellow navajo;168039
cheese monterey low fat;168098
frozen yogurts chocolate;168104
cheese swiss low sodium;168124
raisins golden seedless;168164
rhubarb frozen uncooked;168168
edamame frozen prepared;168411
mountain yam hawaii raw;168432
radishes oriental dried;168453
chrysanthemum leaves raw;168491
candies mounds candy bar;168759
gelatin desserts dry mix;168775
agave cooked southwest;168992
cheese muenster low fat;169050
luncheon slices meatless;169066
sandwich spread meatless;169069
jerusalem artichokes raw;169236
broccoli chinese cooked;169392
vermicelli made from soy;169884
mammy apple mamey raw;169909
persimmons japanese raw;169941
onions dehydrated flakes;170002
seeds lotus seeds dried;170149
nuts ginkgo nuts canned;170176
nuts macadamia nuts raw;170178
nuts pistachio nuts raw;170184
burger king french fries;170327
burger king cheeseburger;170329
taco bell nachos supreme;170337
seaweed spirulina dried;170495
tomatoes crushed canned;170501
dessert topping powdered;170865
yogurt vanilla low fat.;170888
chicken canned no broth;171110
yogurt plain whole milk;171284
spices poultry seasoning;171331
spices pumpkin pie spice;171332
smart soup french lentil;171577
gravy brown instant dry;171588
barbecue loaf pork beef;171601
bologna meat and poultry;171637
bacon turkey microwaved;171639
bacon turkey low sodium;171640
apples raw without skin;171689
avocados raw california;171706
cookies coconut macaroon;171847
mcdonald's big breakfast;172064
ice cream cookie sandwich;172227
mustard prepared yellow;172234
quail meat and skin raw;172418
lupins mature seeds raw;172423
cookies chocolate wafers;172714
crackers crispbread rye;172739
bread raisin unenriched;172817
ostrich tip trimmed raw;172846
salami dry or hard pork;172938
rice and wheat cereal bar;173006
shake fast food vanilla;173226
egg whole cooked fried;173423
fish pike northern raw;173680
fish shad american raw;173696
silk light plain soymilk;173771
silk raspberry soy yogurt;173778
silk blueberry soy yogurt;173781
corned beef loaf jellied;173860
bagels whole grain white;174092
lentils pink or red raw;174284
ostrich outside leg raw;174484
ostrich top loin cooked;174490
peppered loaf pork beef;174574
bacon turkey unprepared;174592
frankfurter beef heated;174614
frankfurter meat heated;174615
cookies oatmeal dry mix;174960
crackers cheese regular;174975
bread rice bran toasted;175044
crackers wheat low salt;175059
fish mackerel king raw;175122
fish roughy orange raw;175133
fish smelt rainbow raw;175146
silk unsweetened soymilk;175223
snacks trail mix regular;167561
ice creams vanilla light;167572
bread kneel down navajo;167633
denny's top sirloin steak;167673
mayonnaise made with tofu;167695
frankfurter beef low fat;167696
pomegranate juice bottled;167787
nance frozen unsweetened;167789
canadian bacon unprepared;167869
pork cured feet pickled;167870
candies kit kat wafer bar;167992
java plum jambolan raw;168150
mushrooms shiitake dried;168436
squash winter acorn raw;168472
taro cooked without salt;168486
spaghetti spinach cooked;168912
sorghum flour whole grain;168943
cheese mozzarella nonfat;169051
mushrooms portabella raw;169255
puddings tapioca dry mix;169606
babyfood carrots toddler;169871
kfc crispy chicken strips;170341
peppers sweet green raw;170427
pumpkin canned with salt;170527
fast foods potato mashed;170699
burger king vanilla shake;170700
milk shakes thick vanilla;170884
sauce hot chile sriracha;171186
cream substitute powdered;171263
milk human mature fluid;171279
vegetable oil palm kernel;171422
gravy instant turkey dry;171590
gravy campbell's chicken;171600
bockwurst pork veal raw;171619
sauce steak tomato based;171825
dip bean original flavor;171832
egg whole cooked omelet;172185
cake gingerbread dry mix;172701
rolls dinner whole wheat;172794
ostrich inside strip raw;172841
oscar mayer salami hard;172947
bratwurst chicken cooked;172957
snacks pita chips salted;173147
snacks bagel chips plain;173150
fast foods egg scrambled;173272
butter whipped with salt;173411
cheese parmesan shredded;173431
fish salmon chinook raw;173688
fish salmon sockeye raw;173691
fish pollock alaska raw;173725
silk very vanilla soymilk;173774
carissa natal plum raw;173952
beverages chocolate syrup;174117
guinea hen meat only raw;174471
ham honey smoked cooked;174611
cookies raisin soft type;174966
fish mullet striped raw;175123
fish cod pacific cooked;175178
silk strawberry soy yogurt;175228
game meat boar wild raw;175297
candies nestle chunky bar;167586
stew steamed corn navajo;167637
cracker barrel steak fries;167669
oil flaxseed cold pressed;167702
grapefruit juice pink raw;167774
pork fresh ground cooked;167903
hormel canadian style bacon;167911
snacks popcorn air popped;167959
snacks trail mix tropical;167968
candies carob unsweetened;167973
oil walrus alaska native;168032
ice creams chocolate rich;168136
raspberry juice concentrate;168217
pork cured salt pork raw;168287
edamame frozen unprepared;168410
mushrooms chanterelle raw;168422
squash zucchini baby raw;168565
pie fillings apple canned;168822
snacks beef sticks smoked;168850
noodles chinese chow mein;168905
stew moose alaska native;168991
on the border mexican rice;169031
cereals ready to eat alpen;169075
potato salad home prepared;169269
peppers sweet yellow raw;169383
syrups corn high fructose;169659
toppings marshmallow cream;169664
noodles egg dry enriched;169731
quail cooked total edible;169902
persimmons japanese dried;169942
chrysanthemum garland raw;169995
tomatoes red ripe cooked;170050
turnips frozen unprepared;170059
radishes white icicle raw;170081
radish seeds sprouted raw;170095
nuts walnuts black dried;170186
seeds sesame butter paste;170191
chick fil a chick n strips;170303
mcdonald's quarter pounder;170321
vinespinach basella raw;170474
corn pudding home prepared;170492
nuts acorn flour full fat;170566
nuts hazelnuts or filberts;170581
jams and preserves apricot;170645
burger king chicken strips;170731
cheese ricotta whole milk;170851
turkey whole giblets raw;171083
cream fluid half and half;171255
milk indian buffalo fluid;171280
light ice cream creamsicle;171307
bratwurst pork beef link;171622
ham and cheese loaf or roll;171628
apricots frozen sweetened;171703
carambola starfruit raw;171715
sauce duck ready to serve;171823
fish drum freshwater raw;171960
mcdonald's sausage burrito;172063
mcdonald's sausage biscuit;172070
lean pockets ham n cheddar;172108
egg whole cooked poached;172186
cheese fresh queso fresco;172223
cheese white queso blanco;172224
mori nu tofu silken firm;172461
veal seam fat only cooked;172647
muffins blueberry dry mix;172766
popovers dry mix enriched;172792
ostrich inside leg cooked;172840
sauce plum ready to serve;172879
pate chicken liver canned;172928
fast foods sundae caramel;173275
fast foods chicken tenders;173321
corn dogs frozen prepared;173345
cheese goat semisoft type;173433
babyfood meat ham junior;173480
babyfood potatoes toddler;173508
fish herring pacific raw;173669
fish pompano florida raw;173682
fish turbot european raw;173710
beans baked home prepared;173731
silk light vanilla soymilk;173772
frankfurter beef unheated;173862
cereals cream of rice dry;173900
mollusks mussel blue raw;174216
soybeans mature seeds raw;174270
mori nu tofu silken soft;174292
game meat elk ground raw;174425
ostrich outside strip raw;174485
sauce fish ready to serve;174531
luncheon meat pork canned;174571
sandwich spread pork beef;174583
oscar mayer bologna beef;174589
sausage turkey fresh raw;174617
beverages lemonade powder;174858
bread boston brown canned;174907
bread reduced calorie rye;174920
muffins corn toaster type;175004
beverages water tap well;175096
crustaceans shrimp cooked;175180
silk french vanilla creamer;175232
snacks fruit leather rolls;167541
ice creams chocolate light;167585
smelt dried alaska native;167654
cheese parmesan low sodium;167705
oil corn peanut and olive;167737
orange pineapple juice blend;167792
raspberries puree seedless;167808
crackers wheat reduced fat;167934
candies caramello candy bar;167975
candies semisweet chocolate;167976
squash indian raw navajo;168040
denny's golden fried shrimp;168077
cranberry juice unsweetened;168117
rambutan canned syrup pack;168167
alfalfa seeds sprouted raw;168384
squash winter hubbard raw;168475
peppers sweet red sauteed;168550
tree fern cooked with salt;168553
beef grass fed ground raw;168608
puddings rice ready to eat;168782
pectin unsweetened dry mix;168821
pie fillings canned cherry;168824
triticale flour whole grain;168888
noodles japanese soba dry;168906
on the border refried beans;169032
kanpyo dried gourd strips;169241
lettuce cos or romaine raw;169247
mushrooms white stir fried;169253
squash summer scallop raw;169289
sweet potato canned mashed;169305
mushrooms white microwaved;169402
cornmeal whole grain white;169750
peppers hot pickled canned;169766
cockles raw alaska native;169803
tennis bread plain apache;169811
pinon nuts roasted navajo;169821
peppers hot chili red raw;170106
seeds breadfruit seeds raw;170144
seeds sesame flour low fat;170560
beef chopped cured smoked;170607
buckwheat flour whole groat;170687
cream fluid light whipping;170858
cream fluid heavy whipping;170859
dessert topping pressurized;170867
milk shakes thick chocolate;170883
yogurt greek plain lowfat;170903
spices mustard seed ground;170929
gravy mushroom dry powder;171171
cream half and half lowfat;171308
babyfood apple banana juice;171351
babyfood juice mixed fruit;171357
babyfood cookies arrowroot;171369
oil olive salad or cooking;171413
soup beef broth cubed dry;171561
gravy unspecified type dry;171570
smart soup greek minestrone;171578
sauce cheese sauce mix dry;171584
beerwurst beer salami pork;171616
fish cusk cooked dry heat;171991
egg duck whole fresh raw;172189
cheese mexican queso anejo;172201
babyfood meat beef junior;172244
mothbeans mature seeds raw;172425
